age,income,experience,score,click_rate,time_spent,noise1,noise2,target
24,51473,16,80,0.12,70,0.4829464335734429,0.9659442041334333,0
31,97567,12,75,0.07,65,0.5712736192049652,0.5775115474766916,1
35,62230,9,84,0.24,41,0.9142620061760377,0.4466004313276186,1
45,98876,3,55,0.07,31,0.029366299468047696,0.9120518781565673,0
45,70644,22,82,0.19,49,0.8016367795731624,0.9003613873671032,1
40,78664,21,70,0.11,49,0.3905162605582657,0.4156972790742096,0
58,75203,4,65,0.11,51,0.7449242672829998,0.8747273622498103,0
55,96677,2,88,0.3,79,0.9485263292443564,0.0640259331430123,1
52,55425,8,83,0.24,55,0.30628699352633515,0.8857191453325468,1
49,99806,10,91,0.26,26,0.08955463674379893,0.3105835285554317,1
56,72814,16,64,0.19,36,0.23229843631492564,0.5651222843406213,1
42,79646,23,55,0.27,20,0.22209283111256262,0.269688583272391,1
29,69884,11,51,0.21,33,0.741849417460254,0.9847995571693394,1
24,99322,18,73,0.29,66,0.06185818172511737,0.07177998333628022,1
55,51650,22,77,0.12,63,0.05093357985573377,0.4469552867806511,0
53,39190,14,50,0.2,63,0.6936085944838359,0.6209881548335613,0
50,68196,8,50,0.22,57,0.5567196848760237,0.6156122523372904,1
29,69449,23,77,0.15,45,0.41776754484320344,0.7387583897648439,1
38,69661,15,85,0.27,46,0.5753684069770452,0.7244153263220431,1
51,59709,17,69,0.29,64,0.735247905968639,0.7931427052003035,0
20,39943,21,57,0.17,35,0.10347137270677931,0.23428740948969162,0
24,73240,18,50,0.15,65,0.5532864159809425,0.37050649340189457,0
23,75760,6,75,0.17,26,0.8244168329143053,0.3820331159802727,1
35,51042,23,92,0.26,51,0.36242917057831237,0.955839660910142,1
43,73894,14,74,0.21,44,0.7630179876226391,0.40931185708520823,1
35,36869,23,59,0.06,50,0.8454208391465091,0.2218692107046769,0
21,91078,3,61,0.19,35,0.8209291918201339,0.6323444263917507,1
47,86759,7,90,0.05,74,0.6503564019858612,0.4272669148252283,1
51,74306,15,56,0.24,60,0.7173445183964586,0.25008006311574826,1
46,85371,21,61,0.13,77,0.7876751807147809,0.7151354744582011,0
39,50918,24,89,0.17,33,0.733709309497632,0.19192528664772845,1
43,58379,16,66,0.25,44,0.4516801622865787,0.6333540406593484,0
31,32962,16,54,0.06,49,0.15912094287195555,0.4305307097370771,0
54,43851,8,63,0.09,75,0.3097305998855272,0.31916716433067216,0
52,75747,7,83,0.15,26,0.20724656224205817,0.9459822674873012,1
52,82349,6,66,0.11,31,0.3614441543250022,0.3244075078147799,0
56,86356,2,84,0.13,22,0.4893310801824282,0.34750737414996824,1
31,44745,22,50,0.3,46,0.959046671734246,0.870638364133171,0
22,35730,13,85,0.26,65,0.9594627949892627,0.12904336287549323,1
20,43921,12,64,0.27,38,0.7695885209168566,0.10806874964606106,0
52,49023,15,68,0.28,62,0.9801402883633404,0.2827077840845025,0
59,75349,9,91,0.14,56,0.9980158158244591,0.5916359232744598,1
29,71979,2,54,0.12,74,0.8852567477986434,0.384300160110138,0
48,52837,17,68,0.11,64,0.07950358320613804,0.6085544808356751,0
32,44997,5,92,0.26,79,0.4260441034642619,0.15975063104443465,1
31,75039,11,88,0.22,61,0.5341199810253421,0.26145084876734703,1
50,50923,22,54,0.11,26,0.12408258561564744,0.5651623338124716,0
21,38876,19,61,0.14,68,0.8086306272431251,0.21714920225873235,0
54,90973,24,68,0.18,35,0.1486834149487809,0.4228046304904449,1
42,32887,7,61,0.18,51,0.38332877539298393,0.5726478769916896,0
36,93723,2,85,0.27,27,0.06891217992788135,0.9736509022809144,1
45,72422,16,61,0.15,68,0.5245930879586429,0.07988665787759319,0
27,81413,12,67,0.28,32,0.597041446834684,0.46041397857090494,1
48,32841,23,92,0.16,30,0.7351768501606796,0.39627096074213086,1
45,58756,15,83,0.24,39,0.339461488682953,0.8242412494511779,1
29,40304,1,82,0.28,37,0.590531499603181,0.9002971190284342,1
45,60341,13,67,0.28,56,0.7341473396604719,0.9070131685313649,1
53,34758,23,78,0.06,25,0.762035148910024,0.37513931304159376,0
26,47010,6,94,0.1,39,0.3016418464500371,0.304655146895482,0
23,90758,13,54,0.17,51,0.06770393017812504,0.4491372504550847,1
30,61658,18,74,0.16,65,0.03761947755155426,0.343986305971803,1
48,79002,3,73,0.21,63,0.7680602846925837,0.7188509805681935,1
55,31375,1,78,0.29,48,0.3854389171812458,0.21357104862958254,1
44,52092,15,87,0.08,23,0.13394266280335154,0.6586840840738812,0
40,30490,13,82,0.16,26,0.1844889355212722,0.9269875331045009,1
55,33729,5,59,0.1,62,0.7661504748031235,0.2799135696961099,0
29,35974,13,86,0.27,39,0.5989020006907649,0.6768906165888243,1
56,51398,22,82,0.29,53,0.5014031661635708,0.14356112155737832,1
28,64650,5,72,0.17,55,0.6230075856245326,0.12138394209725911,1
43,51292,19,60,0.08,26,0.1374995541574241,0.115644478064866,0
54,33159,21,73,0.25,52,0.31904224291015704,0.13852816984534888,1
54,92766,24,73,0.22,34,0.37406351738507215,0.21616487030944198,1
55,47065,18,56,0.14,71,0.3144977693797888,0.5628304956017943,0
37,51638,21,70,0.27,51,0.8644163121349362,0.7669856486155374,0
58,31073,22,69,0.29,41,0.5814211446526173,0.12685702371091578,0
51,76511,10,59,0.19,75,0.7293214074838936,0.8700149405907247,1
43,59320,24,74,0.19,59,0.23670608987569652,0.842716284430226,1
42,99876,8,85,0.12,48,0.2640740372957504,0.7273880265028915,1
51,64924,15,64,0.2,44,0.22533598307814628,0.42596579946147306,1
56,70734,21,93,0.16,24,0.6879795776455575,0.0015572348255258328,1
31,98116,20,89,0.13,33,0.3490409956905184,0.7347649413002968,1
32,70025,23,89,0.07,69,0.4050841324041631,0.8789861446764394,1
42,32159,22,55,0.11,54,0.709121607838861,0.33528637617186197,0
44,78940,4,86,0.1,21,0.9717987018832055,0.7179875612211187,1
54,44678,2,51,0.19,44,0.16187531373331798,0.0620476143612817,0
49,91075,24,61,0.2,73,0.06267626823480343,0.7094948714716427,1
36,77204,6,53,0.2,35,0.19484593196746092,0.06830852084889305,1
39,42021,3,72,0.15,65,0.7349606849632783,0.5871863358886821,0
44,36772,7,62,0.16,35,0.19462729104901633,0.5975532858952937,0
41,97163,10,66,0.26,30,0.5843524026248863,0.3021565544238195,1
32,53464,23,80,0.17,79,0.5903165364989821,0.07912272707673151,1
38,81137,6,65,0.3,68,0.2944231002970811,0.9493347747124372,1
55,60232,16,90,0.16,54,0.06872627987662872,0.5355774040166131,1
31,91497,2,75,0.21,42,0.3992005174516047,0.5797581251238626,1
38,81448,24,77,0.06,74,0.1867854222565356,0.6150208890304737,1
31,30901,17,50,0.21,24,0.18447321026652408,0.8910479269261551,0
28,32881,13,61,0.26,54,0.522588871028741,0.06025564454675758,0
26,59863,1,86,0.29,48,0.6731211380977535,0.8932877678525328,1
47,35622,6,69,0.3,66,0.075415052266528,0.2396765086112741,0
33,31378,5,51,0.12,74,0.5783213986425009,0.07795024959634744,0
50,75201,13,85,0.19,24,0.24620164344846074,0.6572658521313314,1
38,89251,23,64,0.16,73,0.6732980610196827,0.9769756442566836,1
35,69255,18,87,0.19,22,0.8102158362023667,0.057242066306595896,1
24,93212,12,71,0.09,25,0.8070136356658838,0.42612181803736593,1
54,80210,7,93,0.26,42,0.3698613582407343,0.5297845253437857,1
31,52499,15,81,0.28,65,0.5672696738775443,0.2521189641034901,1
44,81628,3,69,0.16,75,0.7936951838373802,0.982872149152968,1
40,91360,16,85,0.12,21,0.06081026148047719,0.6409632146038274,1
55,34603,1,82,0.09,37,0.6056243361723621,0.8443506728467114,0
42,42632,16,64,0.22,49,0.8365219838244456,0.4157776819717136,0
35,60607,24,52,0.13,57,0.37235699790152643,0.35395588714481774,0
58,95756,12,78,0.28,75,0.4554081139812868,0.5531578948810922,1
58,76994,19,76,0.22,24,0.6987280685593499,0.4352784426266397,1
33,93382,8,54,0.21,65,0.06788471186569878,0.7149480551367945,1
50,86344,23,80,0.19,68,0.38563596042062553,0.2658180902117947,1
24,83775,12,71,0.06,30,0.29571077022384895,0.4495910310923996,1
54,37349,15,84,0.28,20,0.016994249587130805,0.8951327472940598,1
42,57464,2,56,0.21,29,0.19597266123326007,0.7561079003433294,0
48,72624,17,55,0.3,60,0.3958835655888493,0.1680701650178944,1
30,67344,7,75,0.18,71,0.19742870840057092,0.8868648293915975,1
37,54299,13,50,0.23,63,0.6023983181945565,0.5890165904451881,0
31,77975,1,68,0.06,45,0.44865260733630896,0.6792871832724832,0
28,31462,6,56,0.21,52,0.0394812947733848,0.29425656584926607,0
29,70581,13,85,0.24,46,0.27504026431251694,0.44154426363565746,1
36,44175,11,61,0.24,75,0.019476770379214026,0.806812478906251,0
57,36191,10,69,0.24,69,0.35813517989447596,0.3306762187631821,0
26,96537,16,72,0.11,31,0.25911001774583353,0.16506161551019327,1
32,77645,24,74,0.29,21,0.6881867821684616,0.37830491298348057,1
59,53283,23,79,0.3,20,0.30740692559653227,0.06921866740938809,1
28,89123,20,78,0.07,20,0.375158664584364,0.7178564584849323,1
46,60024,17,80,0.28,76,0.7253339318632086,0.1477459087741978,1
21,79630,17,67,0.12,52,0.48091767590865286,0.28512590706084473,0
24,60734,4,90,0.22,41,0.5564543785958399,0.8810810055538921,1
48,30515,5,68,0.13,31,0.8413466637474486,0.5404976579567711,0
56,96727,23,53,0.29,58,0.20688830545736836,0.32133844059647565,1
57,76216,14,50,0.08,55,0.9891855285275903,0.5476668900148858,0
38,88755,20,90,0.17,40,0.900105091840394,0.2182776596318894,1
27,57856,10,64,0.16,39,0.286552828601061,0.025173129705610142,0
20,54162,14,57,0.13,55,0.89293841762056,0.603732478963803,0
41,36008,1,64,0.21,45,0.7539561582968135,0.7141259327847292,0
36,37987,11,64,0.08,66,0.9307564719621517,0.8797817654459795,0
26,92532,23,88,0.23,50,0.6911351881257458,0.7718833610647237,1
44,33332,18,71,0.3,20,0.6744773829841586,0.926677700495515,1
23,96323,16,67,0.25,57,0.003464409097531318,0.9859534755428703,1
55,68990,18,65,0.27,33,0.4746115286750564,0.7449354477457982,1
25,39873,8,51,0.14,45,0.20026860617842301,0.8679233008303341,0
50,66444,10,85,0.13,65,0.3240814591690073,0.6737315032281848,1
38,65340,10,69,0.18,61,0.9788156339963415,0.17093779120826913,1
58,35033,5,65,0.06,26,0.08550195782617664,0.18170242632228495,0
46,45689,10,52,0.29,74,0.7224864704537926,0.11025945631526313,0
29,30066,18,79,0.09,75,0.17294484187087322,0.9429747199935236,0
45,75246,21,51,0.28,74,0.007401339496148296,0.6727516978393802,1
38,37533,24,84,0.07,73,0.5014187088479004,0.7899097504655246,0
58,89658,6,75,0.26,31,0.1612152987596931,0.3311573368243642,1
22,68498,3,54,0.09,43,0.9654662559815771,0.4604217100767578,0
32,41772,8,51,0.06,38,0.20369673710929614,0.039779531836692805,0
47,79036,9,69,0.23,28,0.19203527403486786,0.8890074004350974,1
39,88531,5,83,0.12,54,0.03216692466083815,0.8530034294116081,1
47,42940,2,83,0.23,23,0.3298196386789113,0.7848113348642942,1
27,46932,2,69,0.19,64,0.024111674928999127,0.058302067681191505,0
58,86827,7,74,0.08,61,0.49888663524312704,0.17424973557743373,1
20,91431,17,69,0.28,51,0.5056106428274088,0.3341706577544614,1
22,54648,10,74,0.16,65,0.053243287063985956,0.2630626753416717,1
32,62966,12,63,0.23,25,0.24006227698741622,0.8384598385310686,1
47,57777,2,93,0.18,47,0.8321064851443517,0.19483575820061994,1
44,62567,10,92,0.2,47,0.46254477292536644,0.5321244653389745,1
52,47174,20,92,0.13,59,0.43461004158577166,0.5713810978193122,0
57,72598,1,88,0.1,70,0.6987769473617982,0.42501184716253726,1
25,89199,4,61,0.19,48,0.7148819434892723,0.24068793173045921,1
51,43798,13,54,0.16,61,0.7619626007956865,0.9602942908811315,0
40,95364,12,51,0.15,73,0.8304823250861944,0.41339924226902247,0
35,47558,11,65,0.22,24,0.23225064640236948,0.7273099955366649,0
40,91084,10,79,0.22,24,0.06638060727935102,0.18404648765622889,1
30,74237,15,92,0.06,56,0.3802648786133209,0.8228111685362283,1
56,95497,5,87,0.13,60,0.8550979106231523,0.21589182323366674,1
55,30178,17,94,0.15,74,0.07802866428556798,0.6753066235730262,0
54,47118,5,91,0.07,47,0.5759537988029502,0.5064960014725218,0
38,52616,2,73,0.11,60,0.7010829491413934,0.14655714098142647,0
39,30798,9,79,0.06,66,0.4814072132822972,0.02494919615607727,0
37,37601,6,86,0.3,28,0.25517544360660804,0.9307482653818058,1
33,55363,18,88,0.23,48,0.32630948182336295,0.12569051356453986,1
34,32795,14,60,0.07,33,0.07165209798358607,0.7049514286869148,0
50,75264,19,63,0.06,57,0.2925835473386801,0.6526849589469841,0
20,33084,14,72,0.23,73,0.0443780075612743,0.3417200424485265,1
22,30731,8,65,0.16,71,0.7263249981339686,0.18538289955472853,0
35,31129,17,70,0.25,59,0.8979952785116864,0.1783282494554148,0
42,58022,3,53,0.28,53,0.633513128453593,0.585327853050239,0
30,31605,10,82,0.2,56,0.6567032229331867,0.5469212946240455,1
31,74130,17,63,0.1,68,0.4721423371403862,0.8759350203502321,0
29,59265,11,68,0.25,61,0.15603644920510806,0.6400030784119363,0
51,62330,8,54,0.29,33,0.0077251412533696495,0.8192749760805247,1
35,98469,1,85,0.2,37,0.34397599761057107,0.032413062452608776,1
27,45187,13,80,0.22,52,0.7514885573709561,0.6709931470285951,1
57,55791,21,94,0.13,73,0.9604315793155815,0.23370863842962097,0
31,69867,4,67,0.15,53,0.43108492574189905,0.25283895996571015,0
43,30893,7,93,0.23,47,0.365391012333533,0.720576529089341,1
47,49773,14,80,0.28,55,0.44595850633138123,0.7934329588249409,1
27,34239,5,79,0.21,64,0.42777489580419314,0.37173547513855265,1
47,50863,24,70,0.25,67,0.625879832998645,0.7900768168683062,0
55,81415,11,79,0.09,56,0.7341473970980933,0.4437446753523556,1
45,98968,17,90,0.1,42,0.7849580232545802,0.8576453483703808,1
27,90430,5,53,0.18,61,0.6496048094347479,0.02490377217859263,1
47,31515,20,54,0.09,36,0.4377239587873579,0.08349507081485064,0
47,44605,3,90,0.21,79,0.9501037555515385,0.7763518072676816,1
56,86240,5,94,0.12,30,0.7110196963712663,0.6240896278303323,1
55,35586,15,59,0.25,51,0.42665804084617753,0.5590202536355183,0
46,61186,19,76,0.25,56,0.4465817770955044,0.6139788073385734,1
36,56928,16,65,0.17,34,0.8179808499290154,0.9301906274221508,0
28,50711,8,79,0.1,23,0.4405408877224377,0.6555370314380662,0
52,84962,13,62,0.21,58,0.5162736227790912,0.647476116659836,1
39,50039,16,85,0.3,49,0.29155229191962406,0.7594708797062277,1
32,66561,3,70,0.21,29,0.8389148338852985,0.8666207056398267,1
47,31577,1,94,0.06,42,0.52228548030332,0.26191247823835495,0
48,58350,9,89,0.05,43,0.5525359383894278,0.616748859233304,0
32,63798,9,94,0.13,55,0.8806754027133988,0.5839749635524752,1
54,40785,22,64,0.1,71,0.9205172678472096,0.13484948149834253,0
25,91957,17,69,0.25,77,0.82419379666652,0.520316973910712,1
37,95431,24,69,0.26,24,0.06537041297730839,0.06955051474046536,1
24,47297,2,94,0.11,56,0.4435091017801145,0.18495958740233964,0
44,93772,9,54,0.13,62,0.3433309391524254,0.9129630819181804,0
21,49581,24,81,0.11,38,0.21351478132911872,0.11924318154234348,0
29,85192,19,55,0.28,56,0.9089538758457859,0.5789162998467945,1
49,31462,13,79,0.18,72,0.8900689583145038,0.3234806959930736,1
24,94173,5,75,0.21,27,0.4652978832832506,0.5553132907266125,1
52,45511,9,86,0.15,26,0.1345608506728635,0.2349735424524031,0
20,78665,13,62,0.21,59,0.013365620331787453,0.44437945467766016,1
37,74414,1,78,0.15,32,0.43846708056481876,0.8673334331482606,1
51,43386,15,54,0.13,56,0.0399551485735431,0.37621697781935637,0
30,84460,4,74,0.21,79,0.6095559419197601,0.35303093800093566,1
40,36221,4,62,0.2,46,0.608408870880069,0.4461180792696653,0
45,53474,20,73,0.12,37,0.8989394479174483,0.10049284424431526,0
44,51045,10,80,0.09,43,0.1900491282893566,0.3873470245880549,0
41,34922,6,69,0.14,60,0.371394242413544,0.006900250628165572,0
46,52706,24,57,0.15,21,0.8595453887842788,0.5033971451489518,0
32,72771,12,58,0.21,35,0.474296502490115,0.8479410791514294,1
52,82335,20,70,0.28,33,0.05972328897194423,0.5520731039476319,1
53,82949,16,69,0.06,36,0.11078391159552858,0.6077251782060195,0
54,45240,3,64,0.11,79,0.8134545715784511,0.03056337125976638,0
20,32716,14,75,0.1,25,0.743697430028513,0.8595149801160752,0
40,46574,1,91,0.18,54,0.8758815171667919,0.38500355280025855,1
25,74066,10,60,0.16,36,0.11886116590914375,0.9748526806067067,1
47,91826,15,86,0.23,64,0.7604167437965275,0.12046536953025999,1
36,50213,7,90,0.11,57,0.6551043649581891,0.9446718847852377,0
24,96151,4,60,0.2,79,0.23229324114104277,0.634290906336323,1
50,80906,14,76,0.27,59,0.9739043855556111,0.05234030029059411,1
24,30463,24,79,0.28,76,0.5703548191512311,0.9716990778367313,1
57,61973,16,68,0.29,25,0.9068779753971353,0.013873068145264122,1
22,50651,14,83,0.24,79,0.8590931342069864,0.7307001686909912,1
42,98694,3,87,0.28,67,0.3331254605226116,0.8895299483880946,1
56,50008,17,72,0.11,57,0.5359568619868132,0.17581155423015737,0
56,68185,21,50,0.1,68,0.4313682994046717,0.34335719069780846,0
29,64980,14,52,0.05,40,0.7090775702600757,0.5612293405388602,0
29,52504,18,52,0.23,54,0.5880420045434277,0.679809285844963,0
38,84970,3,77,0.28,42,0.7848535330372413,0.8718758677945943,1
36,46766,22,63,0.1,31,0.011752259597984538,0.7610704708783059,0
40,41695,19,79,0.21,76,0.6877932614145584,0.3633311438189377,1
33,47796,3,54,0.24,48,0.31906515521965495,0.8217198117866684,0
28,72543,12,64,0.28,46,0.22422213988941797,0.9660767210870133,1
20,44559,22,87,0.21,25,0.8012413663586723,0.22698618124163605,1
32,63139,5,63,0.29,40,0.08922121118818538,0.0740955934544294,1
23,38802,10,63,0.14,26,0.2284600450991412,0.42661973194189595,0
20,70205,9,57,0.14,62,0.20373434109977817,0.8813971039575509,0
59,64159,1,57,0.19,60,0.4198254450597019,0.15029150487919474,1
51,41516,13,68,0.15,35,0.322336784557261,0.88579818788201,0
53,80492,3,81,0.05,24,0.7204683171096702,0.9922130237361666,1
47,59086,19,80,0.23,34,0.6993698806014765,0.054002230883156366,1
50,60480,11,78,0.24,40,0.325470891106039,0.49525637385548393,1
27,82091,16,90,0.24,77,0.4369807761457952,0.32888549471325024,1
58,77766,6,60,0.14,23,0.20790818417977297,0.39367985493131097,0
45,68737,24,94,0.18,24,0.6708349004962706,0.45163475234630857,1
53,39265,3,62,0.14,26,0.3962227401325755,0.7397039564511898,0
22,45386,19,76,0.05,54,0.13282610444221532,0.5912997031711763,0
31,67425,6,68,0.19,55,0.12726549191151126,0.9612010882167803,1
20,73254,8,75,0.08,76,0.3223206784211755,0.33276459923953405,1
24,83634,22,86,0.07,34,0.7473250286361958,0.5415040824827427,1
49,77662,13,58,0.24,47,0.025504336131500382,0.8133285309336971,1
49,40143,12,77,0.05,21,0.25777469318288215,0.37302841699368017,0
36,45581,10,81,0.29,75,0.16248615888875728,0.46529920061090957,1
42,97443,3,52,0.18,76,0.9564778213056149,0.6849745526852268,1
34,59424,4,81,0.3,24,0.7052816039710263,0.8607442186043064,1
56,71984,1,54,0.06,26,0.23323268411894615,0.41568147042382875,0
40,71505,13,57,0.2,41,0.2074605854361946,0.5319504721467401,1
33,92699,24,63,0.14,68,0.8580305453872766,0.975122285290839,0
21,56957,4,52,0.26,50,0.1902266964164131,0.04246916194700401,0
30,55464,22,73,0.14,51,0.9970592001972269,0.44822871665954456,0
58,53649,11,62,0.12,27,0.2823031200113997,0.6359818511292005,0
57,72065,19,92,0.26,60,0.08433271486953497,0.008427457562125151,1
53,64758,11,78,0.14,61,0.6909418940168581,0.5967865015664146,1
57,35596,12,57,0.05,30,0.6096427925841738,0.05619995466300898,0
53,46374,11,91,0.15,20,0.9998221653614567,0.8575583966481833,0
37,33775,6,80,0.21,66,0.8020857443719751,0.8070860955085659,1
49,57388,12,75,0.11,59,0.4288365331332391,0.03225513679859626,0
34,51029,9,67,0.16,38,0.6766114481630836,0.04880402455737609,0
46,83639,10,67,0.06,63,0.817849453603352,0.7536139315616024,0
53,44645,3,56,0.2,57,0.5137265254432951,0.36954489257831036,0
57,61105,3,87,0.24,61,0.2728714507352116,0.5750257879383248,1
52,43668,20,65,0.15,75,0.21010564228636963,0.27032826976538393,0
43,45960,23,82,0.16,56,0.2952814366136144,0.17296887610409972,1
34,41357,16,52,0.07,75,0.8480687816698051,0.2960771175475615,0
49,94604,3,87,0.1,26,0.3804323724887353,0.24671370022398809,1
36,81796,10,53,0.09,58,0.28666415856631744,0.4483074382393344,0
24,45804,24,85,0.17,74,0.805887227795081,0.7466761652876862,1
48,44626,11,53,0.18,44,0.031920341774543504,0.5541294079269566,0
23,58132,8,91,0.29,73,0.5939582709303421,0.6091783079397185,1
29,37951,6,58,0.07,41,0.8736318031862716,0.47007859645808425,0
36,36449,20,89,0.2,46,0.4100837490556074,0.32473364020281625,1
29,49065,11,66,0.18,60,0.26931816135928444,0.14350882536048792,0
36,39130,21,66,0.18,66,0.4917090694359564,0.35456545911400095,0
39,92287,12,82,0.27,57,0.7174771676920794,0.6651986162138651,1
43,81702,16,69,0.1,67,0.5166055630351994,0.7337774229238204,0
24,66993,18,63,0.06,58,0.00763899462577311,0.46918154390821354,0
53,61875,13,71,0.22,34,0.07832455610801592,0.6449972745830457,1
25,36054,22,76,0.14,74,0.7213284230897014,0.21054108188425225,0
